partNumber,depth,height,length,weight
"R405671,R405671,024052831580","118","0.28","94","13.75"
"R405672,R405672,024052831597","84","0.28","63","8"
"R405681,R405681,024052831610","118","0.28","94","16.25"
"R405752,R405752,024052837155","84","0.51","60","10.5"
"R405762,R405762,024052831641","87","0.31","63","6.5"
"R405771,R405771,024052841152","121","0.13","97","18"
"R405772,R405772,024052841169","84.25","0.25","60.25","7"
"R405781,R405781,024052841176","120.25","0.25","94","18"
"R405782,R405782,024052841183","83.5","0.25","60","8"
"R405791,R405791,024052841190","120.5","0.25","93.25","17"
"R405792,R405792,024052841206","83.5","0.25","60","8"
"R405811,R405811,024052841213","132.75","0.38","90","22"
"R405812,R405812,024052841220","84","0.35","60","10.5"
"R405821,R405821,024052841237","119","0.12","93","22"
"R405822,R405822,024052841244","82","0.12","62","9.5"
"R405891,R405891,024052841251","118","0.24","94","24.68"
"R405892,R405892,024052841268","87","0.24","63","12.17"
"R405911,R405911,024052841299","116","0.25","91","18.5"
"R405912,R405912,024052841305","84","0.13","60","8"
"R405921,R405921,024052841312","115.5","0.13","91","18.5"
"R405922,R405922,024052841329","84","0.13","60","8.5"
"R405931,R405931,024052841497","115.5","0.13","91","18"
"R405932,R405932,024052841503","84","0.13","60","8.5"
"R405951,R405951,024052841510","122.25","0.75","98","35.75"
"R405952,R405952,024052841527","86","1","58","15"
"R405961,R405961,024052841534","122.25","0.25","95","18.5"
"R405962,R405962,024052841541","84","0.25","60","9"
"R405971,R405971,024052841558","121.25","0.25","94.75","19.5"
"R405972,R405972,024052841565","84","0.25","60","8.5"
"R405981,R405981,024052841572","118.75","0.25","94.5","29"
"R405982,R405982,024052841589","72.75","0.25","60","12"
"R405991,R405991,024052841596","120","0.16","96","17"
"R405992,R405992,024052841602","84","0.16","60","8"
"R406001,R406001,024052849370","117.5","1","94.5","47"
"R406002,R406002,024052849387","90","0.98","60","21.5"
"R406012,R406012,024052849394","93","0.25","71.25","10.5"
"R406022,R406022,024052849417","89.5","0.25","70","11"
"R406041,R406041,024052849462","122","0.25","94.5","38.5"
"R406042,R406042,024052849479","88.5","0.25","60.25","17"
"R406051,R406051,024052849530","122","0.25","94.5","39.5"
"R406052,R406052,024052849547","88.5","0.25","60.25","18"
"R406061,R406061,024052849622","129","0.25","94.5","25"
"R406062,R406062,024052849639","93.25","0.25","59.75","11"
"R406071,R406071,024052849714","118.5","0.75","94","36"
"R406072,R406072,024052849721","87.13","0.38","63","16"
"R406101,R406101,024052849776","127.25","0.38","94.25","38"
"R406102,R406102,024052849783","87.5","0.63","63.25","20"
"R406111,R406111,024052849790","128.5","0.5","94","40"
"R406112,R406112,024052849806","88.5","0.5","63","18.5"
"R406131,R406131,024052849813","128.5","0.5","94.5","39"
"R406132,R406132,024052849820","89","0.5","63.25","19"
"R406161,R406161,024052849851","120","0.75","91.5","46"
"R406162,R406162,024052849868","84","0.75","60","21.5"
"R406171,R406171,024052849875","120","0.3","94","34.5"
"R406172,R406172,024052849882","90","0.3","63","16.5"
"R406181,R406181,024052849899","120","0.3","94","29"
"R406182,R406182,024052849905","90","0.3","63","14.5"
"R406191,R406191,024052856163","121.13","0.38","98.25","25"
"R406192,R406192,024052856170","84.13","0.38","60.25","11"
"R406201,R406201,024052856187","126.38","0.38","96.38","30"
"R406202,R406202,024052856194","74.75","0.38","60.25","12"
"R406211,R406211,024052856200","122","0.25","96.38","24"
"R406212,R406212,024052856217","85","0.25","60.25","11"
"R406221,R406221,024052856224","123","0.13","94","17"
"R406222,R406222,024052856231","86","0.13","59.25","8"
"R406231,R406231,024052856248","122.5","0.13","94.25","17"
"R406232,R406232,024052856255","84","0.13","60.5","8"
"R406251,R406251,024052856262","119.75","0.13","97.13","18"
"R406252,R406252,024052856279","82.25","0.13","60.75","7"
"R406261,R406261,024052856286","121","0.25","91.5","19"
"R406262,R406262,024052856293","85.5","0.38","61","11"
"R406271,R406271,024052856309","122.25","0.25","95","20"
"R406272,R406272,024052856316","84.5","0.25","60.5","7"
"R406281,R406281,024052856323","121","0.25","91.75","15"
"R406282,R406282,024052856330","85.13","0.38","61.38","9"
"R406291,R406291,024052856347","122","0.38","96","24"
"R406292,R406292,024052856354","85.75","0.38","61.13","12"
"R406311,R406311,024052872248","121","0.75","96","25"
"R406312,R406312,024052872255","84.13","0.75","60.38","12"
"R406331,R406331,024052872286","118.5","0.38","92.5","60"
"R406332,R406332,024052872309","83.63","0.5","60.63","27"
"R406351,R406351,024052872408","118.75","0.63","93.25","54"
"R406352,R406352,024052872415","84","0.5","60.5","27"
"R406361,R406361,024052872422","118.5","0.63","92.75","66"
"R406362,R406362,024052872439","83.5","0.5","60","28"
"R406371,R406371,024052872446","117.5","0.25","91.5","42"
"R406372,R406372,024052872453","83","0.25","61.13","19"
"R406381,R406381,024052872460","119","0.5","92.5","56"
"R406382,R406382,024052872477","84","0.5","60.75","27"
"R406391,R406391,024052872484","124.5","0.63","92.63","44"
"R406392,R406392,024052872491","88.88","0.25","60","20"
"R406401,R406401,024052872507","119","0.38","91.5","49"
"R406402,R406402,024052872514","83.25","0.38","60","21"
"R406411,R406411,024052872521","119.75","0.5","91.75","42"
"R406412,R406412,024052872538","85.25","0.5","62.25","20"
"R406421,R406421,024052872545","121","0.63","91.75","37"
"R406422,R406422,024052872552","82.75","0.5","59.25","16"
"R406471,R406471,024052884678","118.13","0.38","93.13","25"
"R406472,R406472,024052884685","85.88","0.38","61.5","12"
"R406511,R406511,024052872569","120","0.38","94.25","25"
"R406512,R406512,024052872576","86.75","0.38","63","12"
"R406521,R406521,024052872583","120","0.38","94","25"
"R406522,R406522,024052872590","86.5","0.25","63","12"
"R406591,R406591,024052879117","119.75","0.5","94","23"
"R406592,R406592,024052879124","85.63","0.38","58.75","11"
"R406641,R406641,024052872606","119.5","0.5","94.63","34"
"R406642,R406642,024052872613","89.38","0.5","63.25","16"
"R406651,R406651,024052879131","120","0.25","95.5","16"
"R406652,R406652,024052879148","84","0.25","62.25","8"
"R406661,R406661,024052879155","119.25","0.25","95.5","16"
"R406662,R406662,024052879162","83.25","0.25","62","7"
"R406671,R406671,024052879179","122.25","0.38","94.75","30"
"R406672,R406672,024052879186","89","0.38","61.5","13"
"R406681,R406681,024052879193","122","0.38","94.13","29"
"R406682,R406682,024052879209","88.63","0.63","61.25","13"
"R406691,R406691,024052879216","120.5","0.38","94","31"
"R406692,R406692,024052879223","85","0.38","62.75","15"
"R406701,R406701,024052879230","125.38","0.38","95.38","30"
"R406702,R406702,024052879247","87","0.38","63.63","15"
"R406760,R406760,024052891300","168","0.33","120","67.98"
"R406761,R406761,024052891317","120","0.33","92","41.58"
"R406762,R406762,024052891324","84","0.33","60","19.58"
"R406771,R406771,024052891331","119","0.5","94.63","29"
"R406772,R406772,024052891348","83.38","0.38","60.75","13"
"R406780,R406780,024052891355","168","0.01","120","37"
"R406781,R406781,024052891362","120.08","0.35","95","30.73"
"R406782,R406782,024052891379","83.86","0.35","62.99","14.31"
"R406790,R406790,024052891386","168","0","120","81.84"
"R406791,R406791,024052891393","120","0","92","45.98"
"R406792,R406792,024052891409","84","0","60","21.12"
"R406801,R406801,024052891416","120","0.26","92","57.2"
"R406802,R406802,024052891423","84","0.26","60","28.38"
"R406820,R406820,024052891430","168","0.26","120","109.12"
"R406821,R406821,024052891447","120","0.26","92","58.52"
"R406822,R406822,024052891454","84","0.26","60","26.62"
"R406831,R406831,024052891461","120","0","96","45.52"
"R406832,R406832,024052891478","84","0","60","21.27"
"R406841,R406841,024052891485","118.5","0.5","94.75","29"
"R406842,R406842,024052891492","84.13","0.38","60.88","13"
"R406851,R406851,024052891508","120","0.71","96","36"
"R406852,R406852,024052891515","84","0.71","60","17"
"R406861,R406861,024052891522","120","0.26","92","57.2"
"R406862,R406862,024052891539","84","0.26","60","28.38"
"R406871,R406871,024052891546","120","0.28","96","55.11"
"R406872,R406872,024052891553","84","0.28","60","23.36"
"R406881,R406881,024052891560","116.5","0.75","94","32"
"R406882,R406882,024052891577","82.5","0.75","57.88","14"
"R406900,R406900,024052891584","168","0.22","120","109.12"
"R406901,R406901,024052891591","120","0.22","92","55.22"
"R406902,R406902,024052891607","84","0.22","60","27.72"
"R406911,R406911,024052891614","120","0.22","92","57.2"
"R406912,R406912,024052891621","84","0.22","60","28.38"
"R406921,R406921,024052891638","120","0.3","92","41.58"
"R406922,R406922,024052891645","84","0.3","60","19.58"
"R406931,R406931,024052891652","120","0.33","92","55.22"
"R406932,R406932,024052891669","84","0.33","60","27.72"
"R406941,R406941,024052891676","120","0.35","96","31.2"
"R406942,R406942,024052891683","84","0.35","60","13.7"
"R406951,R406951,024052891690","120","0.35","96","31.2"
"R406952,R406952,024052891706","84","0.35","60","13.7"
"R406981,R406981,024052903508","120","0.59","96","35"
"R406982,R406982,024052903515","84","0.59","60","15"
"R407021,R407021,024052903522","120","0.28","94","22.6"
"R407022,R407022,024052903539","84","0.28","63","10.51"
"R407031,R407031,024052903546","120","0.28","94","22.6"
"R407032,R407032,024052903553","84","0.28","63","10.51"
"R900011,R900011,024052871746","121","0.25","94.63","15"
"R900012,R900012,024052871753","84.88","0.25","62.75","7"
"R900031,R900031,024052871807","118.5","0.13","94.63","14"
"R900032,R900032,024052871814","83.75","0.25","63.25","7"
"R900061,R900061,024052871944","119.75","0.25","93.25","14"
"R900062,R900062,024052871951","83.88","0.25","63.25","7"
"R900091,R900091,024052872002","119","0.13","94.38","18"
"R900092,R900092,024052872064","83.25","0.25","62.25","8"
"R900101,R900101,024052872071","119.25","0.13","94.5","18"
"R900102,R900102,024052872132","83.88","0.13","62.75","8"
"R900121,R900121,024052872187","120.38","0.25","94.75","14"
"R900122,R900122,024052872194","84.88","0.25","63","7"
"T505-560,T505-560,024052362008","14","36","67.5","125"
"T505-762,T505-762,024052362046","15.88","37.88","68.5","153"
"T800-111,T800-111,024052407099","13.25","28.5","35.13","29"
"T800-112,T800-112,024052299793","13.75","28.38","30.75","39"
"T800-124,T800-124,024052407105","13","29.13","32.25","40"
"Z1510473,Z1510473,770521089456","15.75","40.75","43.13","44"
"Z1611067,Z1611067,770521092425","11.75","47.13","31.5","68"
"ZH141454,ZH141454,770521087834","15.38","71.13","33.5","124"
"1010425,1010425,024052497892","40","42","39","102"
"1010488,1010488,024052497915","40","42","87","170"
"1010494,1010494,024052497939","40","42","80","174"
"1030125,1030125,024052543445","40","40","41","103"
"1030225,1030225,024052543452","40","40","41","106"
"1040225,1040225,024052541335","39","41","35","90"
"1060440,1060440,024052818482","38.5","40.5","39.5","77"
"1060457,1060457,024052818505","37.5","40","13","22"
"1060477,1060477,024052818512","42","40.5","65","58"
"1080129,1080129,024052543612","37","42","33.5","78"
"1080229,1080229,024052543636","37","42","33.5","81"
"1080329,1080329,024052543643","37","42","33.5","81"
"1090012,1090012,024052338843","40","44","35","122"
"1090112,1090112,024052342987","40","44","35","122"
"1180813,1180813,024052823752","39","42.5","37.5","120"
"1180815,1180815,024052823769","39.5","42.5","84.5","261"
"1180818,1180818,024052823776","39.25","42.5","73","235"
"1310425,1310425,024052542523","41","42.5","33.5","95"
"1310446,1310446,024052542530","38","40","31.25","46"
"1310458,1310458,024052542547","38","41","40","103"
"1310459,1310459,024052542554","40.5","40.5","83","225"
"1310462,1310462,024052542561","38","41","40","103"
"1310473,1310473,024052542905","40.5","40.5","83","224"
"1310477,1310477,024052542912","40","40","71","73"
"1350312,1350312,024052905229","40","42","35","132"
"1350412,1350412,024052905212","40","42","35","132"
"1380525,1380525,024052891096","40","40","39","93"
"1380588,1380588,024052891102","40","40","86","185"
"1380594,1380594,024052891119","40","40","75","187"
"1480125,1480125,024052810967","39","42","40","107"
"1480189,1480189,024052810974","39","42","87","222"
"1480194,1480194,024052810981","39","42","76","204"
"1550447,1550447,024052810998","41","40","81","232"
"1550474,1550474,024052811001","41","40","74","222"
"1550482,1550482,024052811018","41","40","49","147"
"1590146,1590146,024052811049","39","41","31","53"
"1590157,1590157,024052811056","39","41","12","39"
"1590158,1590158,024052811063","39","41","39","126"
"1590162,1590162,024052811070","39","41","39","126"
"1590177,1590177,024052811087","40","41","69","84"
"1590246,1590246,024052811117","39","41","31","53"
"1590257,1590257,024052811124","39","41","12","39"
"1590262,1590262,024052811148","39","41","39","126"
"1590277,1590277,024052811155","40","41","69","84"
"1610213,1610213,024052905205","40","42","37","122"
"1610413,1610413,024052905199","40","42","37","122"
"1630346,1630346,024052801965","40","40","32","47.391"
"1630357,1630357,024052801972","38","40","12","37.47"
"1630358,1630358,024052801989","40","40","43","114.64"
"1630377,1630377,024052801996","39","40","69","72"
"1630379,1630379,024052802009","67","40","43","124.56"
"1650225,1650225,024052811162","43","45","44","117"
"1650325,1650325,024052811179","43","45","44","117"
"1760912,1760912,024052905182","40","44","34","140"
"1790212,1790212,024052905175","41","40","39","128"
"1790312,1790312,024052905168","41","40","39","128"
"1800412,1800412,024052905151","40","42","35","124"
"1800512,1800512,024052905144","40","42","35","124"
"2080112,2080112,024052338850","34.5","43.5","34.75","112"
"2150613,2150613,024052439472","39","41","35","123"
"2150713,2150713,024052585902","39","41","35","121"
"2160412,2160412,024052439489","38.75","43","35.5","146"
"2200313,2200313,024052802030","39.5","43","39","137"
"2200315,2200315,024052802047","39.5","43","86","288"
"2200318,2200318,024052802054","39.5","43","75","258"
"2200413,2200413,024052802061","39.5","43","39","140"
"2200415,2200415,024052802078","39.5","43","86","286"
"2200418,2200418,024052802085","39.5","43","75","259"
"2330246,2330246,024052835380","42","34","35","76"
"2330258,2330258,024052835397","42","34","45","159"
"2330262,2330262,024052835403","42","34","45","159"
"2330277,2330277,024052835410","44","34","71","115"
"2350131,2350131,024052831825","42","42","27","92"
"2350146,2350146,024052831832","42","42","27","44"
"2350157,2350157,024052831849","40","42","12","38"
"2350158,2350158,024052831856","42","42","37","124"
"2350162,2350162,024052831863","42","42","37","124"
"2350177,2350177,024052831870","42","42","69","77"
"2370331,2370331,024052838107","42","42","27","96"
"2370346,2370346,024052835441","42","42","27","43"
"2370358,2370358,024052835458","42","42","37","125"
"2370360,2370360,024052838114","36","28","20","52"
"2370362,2370362,024052835465","42","42","37","125"
"2370377,2370377,024052835472","42","42","71","77"
"2400429,2400429,024052835496","41","44","36","115"
"2400489,2400489,024052835502","41","44","83","239"
"2400494,2400494,024052835519","41","44","73","218"
"2450513,2450513,024052673104","37","44","38","120"
"2450515,2450515,024052673111","37","44","84","257"
"2450518,2450518,024052673128","37","44","74","231"
"2780125,2780125,024052221633","41","41","41","89.29"
"2780148,2780148,024052221640","44","38","87","133.38"
"2780149,2780149,024052221657","44","38","100","157.63"
"2780225,2780225,024052558630","41","41","41","105.61"
"2780248,2780248,024052558647","44","38","87","148.44"
"2780249,2780249,024052558654","44","38","100","157.63"
"2820125,2820125,024052833645","41","41","39","91"
"2820186,2820186,024052833652","41","41","70","178"
"2820188,2820188,024052833669","41","41","93","198.99"
"2820225,2820225,024052833775","41","41","39","91"
"2820286,2820286,024052833782","41","41","70","91"
"2820288,2820288,024052833799","41","41","93","193"
"2840128,2840128,024052834079","39","41","38","91"
"2840189,2840189,024052834086","39","41","90","199"
"2840194,2840194,024052834093","39","41","79","178"
"2840228,2840228,024052834116","39","41","38","91"
"2840289,2840289,024052834123","39","41","90","199"
"2840294,2840294,024052834130","39","41","79","178"
"2910125,2910125,024052515848","41","42","43","105"
"2910188,2910188,024052515855","41","42","93","203"
"2910194,2910194,024052515862","41","42","82","206"
"2910225,2910225,024052515879","41","42","43","105"
"2910288,2910288,024052515886","41","42","93","210"
"2910294,2910294,024052515893","41","42","82","208"
"2930205,2930205,024052834147","70","40","44","111"
