partNumber,depth,height,length,weight
"A8010323,A8010323,024052871654","2.25","78","38.25","74"
"A8010326,A8010326,024052871661","1.5","52","28","55"
"A8010328,A8010328,024052891898","1","36","36","30.8"
"A8010329,A8010329,024052891904","2.75","39","24","17.16"
"A8010330,A8010330,024052891911","2","30","30","9.38"
"A8010333,A8010333,024052891928","1","50","25","19.14"
"A8010335,A8010335,024052891935","2","19","20.5","4.05"
"A8010340,A8010340,024052891942","1.25","36.02","18.11","6.6"
"A8010341,A8010341,024052891959","2.56","68.11","27.95","35.2"
"A8010342,A8010342,024052891966","16.5","66","20","26.84"
"A8010343,A8010343,024052891973","24","68.5","28","53.35"
"A8010359,A8010359,024052836257","1.75","45","45","60"
"A8010360,A8010360,024052836264","8","3","24","4"
"A8010361,A8010361,024052836271","8","3","36","6"
"A8010364,A8010364,024052836301","8","3","36","6"
"A8010365,A8010365,024052836318","8","3","48","7"
"A8010366,A8010366,024052836325","1.8","32","32","7"
"A8010367,A8010367,024052836332","4.02","27.99","12.01","2"
"A8010368,A8010368,024052836349","4.6","19.69","17.52","2"
"A8010369,A8010369,024052836363","0.5","24","24","6"
"A8010370,A8010370,024052836370","0.5","24","24","6"
"A8010371,A8010371,024052836394","0.5","21","48","3.08"
"A8010372,A8010372,024052836400","0.5","18.7","48","3"
"A8010373,A8010373,024052836417","","","","5"
"A8010374,A8010374,024052836424","","","","4"
"A8010375,A8010375,024052836431","0.8","19.28","19.28","8"
"A8010378,A8010378,024052836448","1.25","32","32","4"
"A8010379,A8010379,024052858808","17.38","66","28","60"
"A8010383,A8010383,024052902990","17.38","66","28","66"
"A8010384,A8010384,024052903003","17.38","66","28","66"
"B010-209,B010-209,024052410907","18","18.5","54","51"
"EA1011-120,EA1011-120,024052801668","19.75","32.75","30","43.384"
"EA1011-140,EA1011-140,024052801675","16","31.5","31.63","46.31"
"EA1024-3X3,EA1024-3X3,024052806632","11.81","35.43","35.35","48"
"EA1024-4X2,EA1024-4X2,024052806649","11.81","47.05","23.74","39"
"EA1221-200,EA1221-200,024052801682","24","7.25","35.75","29"
"EA1221-243,EA1221-243,024052828917","18.88","33.88","29.88","80"
"EA1221-3X1,EA1221-3X1,024052785845","11.81","35.43","12.13","18"
"EA1221-4X2,EA1221-4X2,024052785876","11.81","47.05","23.74","39"
"EA1811-2X2,EA1811-2X2,024052728774","11.81","23.82","23.74","23"
"EA1811-3X2,EA1811-3X2,024052728804","11.81","35.43","23.74","33"
"EA1811-3X3,EA1811-3X3,024052728811","11.81","35.43","35.35","48"
"EA1811-4X2,EA1811-4X2,024052728828","11.81","47.05","23.74","39"
"EA1864-150,EA1864-150,024052801699","15.75","13.9","52.72","70"
"EA1864-151,EA1864-151,024052801705","7.5","7.5","52.75","15"
"EA1864-2X2,EA1864-2X2,024052728835","11.81","23.82","23.74","23"
"EA1864-3X2,EA1864-3X2,024052728859","11.81","35.43","23.74","33"
"EA1864-3X3,EA1864-3X3,024052728866","11.81","35.43","35.35","40"
"EA1864-4X2,EA1864-4X2,024052728873","11.81","47.05","23.74","39"
"EA2120-150,EA2120-150,024052801712","15.75","13.9","52.72","70"
"EA2120-151,EA2120-151,024052801729","7.5","7.5","52.75","15"
"EA2270-150,EA2270-150,024052801736","15.75","13.03","52.72","70"
"EA2270-151,EA2270-151,024052801743","7.5","7.5","52.75","15"
"EA2270-200,EA2270-200,024052801750","24","7.25","35.75","29"
"EA2320-150,EA2320-150,024052801767","15.75","13.9","52.72","70"
"EA2320-151,EA2320-151,024052801774","7.5","7.5","52.75","15"
"EA4121-243,EA4121-243,024052828948","19.33","28.78","29.88","75"
"EA4957-4X2,EA4957-4X2,024052806731","11.81","47.05","23.74","39"
"EA5514-243,EA5514-243,024052828955","18.88","33.88","29.88","80"
"L000148,L000148,024052291926","9.88","20.5","9.88","7"
"L000318,L000318,024052809176","22.25","20.88","22.25","5"
"L000348,L000348,024052809183","14.5","21.38","14.5","4"
"L000468,L000468,024052353167","13.88","20.25","13.88","7"
"L000668,L000668,024052809190","8.88","9.25","8.88","4"
"L000678,L000678,024052809206","8.75","9.5","8.75","4"
"L000718,L000718,024052809213","11.88","3","11.88","5"
"L000728,L000728,024052809220","11.88","5.5","11.88","4"
"L000818,L000818,024052461411","26","27","26","6"
"L000978,L000978,024052809237","8.88","8.38","8.88","5"
"L000988,L000988,024052809244","9","8.5","9","4"
"L100074,L100074,024052292107","17","30.75","17","9"
"L100254,L100254,024052292251","15.5","29.5","15.5","7"
"L100664,L100664,024052461770","16","27.5","16","9"
"L100724,L100724,024052644760","15.5","26.5","15.5","6"
"L100744,L100744,024052686975","17.13","28","17.13","14"
"L100764,L100764,024052686982","18","26","18","9"
"L100794,L100794,024052873436","16.88","30.5","16.88","8"
"L100804,L100804,024052898699","16","24.5","16","15.84"
"L100814,L100814,024052898705","18","28","18","14.3"
"L100824,L100824,024052898712","16","29.75","16","11.9"
"L117964,L117964,024052461787","14","25","14","5"
"L121854,L121854,024052517071","14","25","14","10"
"L123874,L123874,024052828726","15","25.63","15","5"
"L123884,L123884,024052088618","15","28","15","10.812"
"L123894,L123894,024052828733","14.88","22.5","14.88","7"
"L123904,L123904,024052828740","14","19.5","14","6"
"L177904,L177904,024052329858","13","25.25","13","10"
"L177944,L177944,024052836547","6.13","22.5","6.13","8"
"L177954,L177954,024052836554","6.13","22.5","6.13","8"
"L177964,L177964,024052845150","15","26.5","15","10"
"L177974,L177974,024052851977","12.88","24.75","12.88","8"
"L177984,L177984,024052856958","13.38","25.75","13.38","9"
"L177994,L177994,024052856972","13.75","27","13.75","8"
"L178004,L178004,024052880441","14","26.75","14","11"
"L178014,L178014,024052880458","14","25.63","14","9"
"L178034,L178034,024052880472","14","26.75","14","13"
"L180024,L180024,024052787115","11","19.75","11","4"
"L180084,L180084,024052787177","10.88","18.63","10.88","4"
"L180094,L180094,024052787184","11","17.5","11","3"
"L180114,L180114,024052787191","8.88","19.63","8.88","2"
"L180124,L180124,024052787207","8.75","19.75","8.75","3"
"L180134,L180134,024052787214","8.75","19.88","8.75","3"
"L180174,L180174,024052880489","12","21","12","5"
"L180184,L180184,024052880496","11","19.25","11","3"
"L180194,L180194,024052880502","11","19.13","11","3"
"L180204,L180204,024052880519","10","17","10","3"
"L180214,L180214,024052880526","10","17.25","10","3"
"L200064,L200064,024052292428","11","33.5","18","9"
"L201944,L201944,024052080100","15","29.63","15","8.826"
"L204024,L204024,024052355925","14.13","29","14.13","8"
"L204054,L204054,024052408324","8.63","29.5","15.13","10"
"L204064,L204064,024052462159","13","24.75","13","8"
"L204074,L204074,024052502404","8.63","29","15.25","10"
"L204164,L204164,024052481945","14","25.88","14","4"
"L204174,L204174,024052483468","11","27.5","13","8"
"L204194,L204194,024052671551","10.13","22.25","10.13","3"
"L204204,L204204,024052671568","12.13","18.5","12.13","3"
"L204314,L204314,024052787283","7","14.5","7","1"
"L204324,L204324,024052787290","6.88","14.38","6.88","2"
"L204334,L204334,024052787306","6.88","14.25","6.88","1"
"L204344,L204344,024052787313","6.88","14.13","6.88","2"
"L204384,L204384,024052787344","7","14.25","7","2"
"L204414,L204414,024052836561","12","24.5","12","6"
"L204424,L204424,024052845174","12.75","26.25","12.75","6"
"L204454,L204454,024052845198","12.13","24.25","12.13","6"
"L204464,L204464,024052845211","12.5","23.5","12.5","6"
"L204474,L204474,024052845235","12.13","24","12.13","6"
"L204494,L204494,024052845259","13","24.25","13","8"
"L204514,L204514,024052851991","9","24","15","10"
"L204526,L204526,024052852042","14","57.63","14","18"
"L204534,L204534,024052856996","8.5","29.25","15","10"
"L204544,L204544,024052857016","14.63","28.38","14.63","8"
"L204554,L204554,024052898729","8.5","28.5","15.25","4.07"
"L204554T,L204554T,024052898736","8.5","28.5","15.25","2.04"
"L206001,L206001,024052671582","25","58.25","11","10"
"L206002,L206002,024052677157","12","21.25","7","4"
"L206011,L206011,024052671605","15.5","61.75","12","11"
"L206021,L206021,024052686999","17.25","62.5","10.88","12"
"L206022,L206022,024052687040","10.5","23.25","7.88","5"
"L206032,L206032,024052687057","13.5","18","8","4"
"L206041,L206041,024052787375","21.5","59.75","13","12"
"L206042,L206042,024052787382","13","22.75","7.13","5"
"L206043,L206043,024052787399","17.75","26.38","11","6"
"L206044,L206044,024052787405","13","27.75","13","5"
"L206051,L206051,024052787412","21.5","60","13","12"
"L206061,L206061,024052809251","14.75","57.25","10.75","18"
"L206062,L206062,024052809268","10.5","25.38","7.13","5"
"L206071,L206071,024052828757","16","63.25","11","11"
"L206072,L206072,024052828764","9.13","24.25","7","5"
"L206081,L206081,024052828771","13.38","60","11","10"
"L206082,L206082,024052828795","11","22","6.75","4"
"L206101,L206101,024052873443","23","70.5","23","10"
"L207111,L207111,024052687064","13","59","11","14"
"L207151,L207151,024052481983","18","61.38","11","13"
"L207171,L207171,024052380293","13","59.75","13","15"
"L207181,L207181,024052443875","21","62","12.25","10"
"L207294,L207294,024052481914","15","25","15","4"
"L207304,L207304,024052517651","15.75","24.5","15.75","4"
"L207314,L207314,024052517668","15","23.13","15","5"
"L207344,L207344,024052538731","15.13","30.5","15.13","6"
"L207354,L207354,024052538748","18","27","18","7"
"L207364,L207364,024052538755","16.63","29.38","16.63","6"
"L207394,L207394,024052560466","8.88","29","19","17"
"L207404,L207404,024052644777","18.38","28.88","18.38","5"
"L207434,L207434,024052873450","18.25","26.63","18.25","6"
"L207454,L207454,024052873467","19.25","27.25","19.25","7"
"L207464,L207464,024052873474","17.13","25.38","17.13","6"
"L207474,L207474,024052898743","18","27.5","18","5.28"
"L207484,L207484,024052898750","17.5","23.5","17.5","6.27"
"L207494,L207494,024052898767","17","28.25","17","5.72"
"L208124,L208124,024052517699","8.5","28","17.25","7"
"L208234,L208234,024052644807","11","29","19","9"
"L208254,L208254,024052687088","9","32.75","17","8"
"L208284,L208284,024052687101","9","35.75","18","9"
"L208294,L208294,024052787450","17","29.75","17","8"
"L208304,L208304,024052809275","17.88","29.5","17.88","7"
"L208311,L208311,024052809282","20.38","64","20.38","11"
"L208324,L208324,024052809299","17.13","31.38","17.13","9"
"L208334,L208334,024052809305","20","34.63","20","7"
"L208344,L208344,024052809312","20.13","34.75","20.13","8"
"L208354,L208354,024052809329","20.13","34.75","20.13","8"
"L208361,L208361,024052809336","17.25","60","17.25","12"
"L208364,L208364,024052809343","15","24","15","8"
"L208373,L208373,024052809350","10","35.75","10","4"
"L208374,L208374,024052809367","11.13","26.38","11.13","4"
"L208394,L208394,024052836585","13.88","27","13.88","14"
"L208413,L208413,024052852059","12","32.63","12","5"
"L208421,L208421,024052880533","15.75","61.25","15.75","20"
"L208424,L208424,024052880540","13","22.38","13","8"
"L235341,L235341,024052408348","18","61.13","18","14"
"L235344,L235344,024052408355","15.63","33","15.63","12"
"L235484,L235484,024052354041","15","33.75","15","6"
"L235584,L235584,024052483444","13","24.5","13","8"
"L235624,L235624,024052644814","10","26.63","18.25","9"
"L235634,L235634,024052644821","16","29","16","10"
"L235673,L235673,024052836592","4.88","7.13","5","7"
"L235674,L235674,024052828801","9","31.38","9","6"
"L235684,L235684,024052852066","14.63","27.13","14.63","6"
"L235694,L235694,024052852073","17.25","25.75","17.25","12"
"L235714,L235714,024052873481","16.13","31.5","16.13","8"
"L235754,L235754,024052873498","10.13","26.63","16","9"
"L235761,L235761,024052873504","21.25","68.5","21.25","27"
"L235774,L235774,024052898774","11","34","20","10.43"
"L235783,L235783,024052898781","14","36.5","14","6.07"
"L235791,L235791,024052898798","23.5","65","23.5","32.25"
"L235804,L235804,024052898804","18","29","18","12.34"
"L243004,L243004,024052329919","13.25","27.5","13.25","8"
"L243144,L243144,024052355963","12.5","28.75","14.5","12"
"L243164,L243164,024052380408","15","27.25","15","10"
"L243174,L243174,024052408386","10","28","15","16"
"L243264,L243264,024052787467","9.38","30","17","6"
"L243274,L243274,024052809374","18","33.25","18","10"
"L243284,L243284,024052836608","11.13","22.5","11.13","8"
"L243294,L243294,024052836615","13","23.25","13","10"
"L243304,L243304,024052836622","12.13","26.25","12.13","10"
"L243314,L243314,024052836639","15","25.25","15","8"
"L243324,L243324,024052836646","11.88","21.88","11.88","8"
"L243334,L243334,024052857030","9","29.25","13.88","12"
"L243344,L243344,024052857054","9","29","14","10"
"L243354,L243354,024052873511","13.63","24.5","13.63","12"
"L243654,L243654,024052873535","10","26.5","16","16"
"L243664,L243664,024052880557","10.13","26","14","9"
"L276014,L276014,024052426076","14","29.25","14","10"
"L276024,L276024,024052517255","13","27.75","13","8"
"L316984,L316984,024052316841","14.5","24.13","14.13","11"
"L317004,L317004,024052898811","11.5","25","15.5","3.96"
"L317034,L317034,024052898828","17","31","17","5.29"
"L318924,L318924,024052318920","14.06","27.13","14.06","15.44"
"L328964,L328964,024052502459","13","26.5","13","6"
"L329011,L329011,024052787474","22.25","71","22.25","16"
"L329021,L329021,024052809381","22.13","71","22.13","13"
"L329034,L329034,024052809398","17.63","26","17.63","5"
"L329053,L329053,024052828818","8.5","17.13","8.5","1"
"L329064,L329064,024052828825","16","23.5","16","3"
"L329074,L329074,024052836653","13.75","23.75","13.75","3"
"L329084,L329084,024052836660","13.75","23.75","13.75","3"
"L329094,L329094,024052845273","13","23.25","13","6"
"L329101,L329101,024052873559","24.25","58","24.25","12"
"L329104,L329104,024052873566","18.13","30.13","18.13","5"
"L405284,L405284,024052228762","9.25","28.75","15.25","12"
"L428064,L428064,024052380446","10","31.75","17","12"
"L428081,L428081,024052443912","15.13","56.25","15.13","13"
"L428084,L428084,024052426090","12","25.25","12","12"
"L428144,L428144,024052787481","14.88","29.75","14.88","5"
"L428154,L428154,024052787498","14","27.13","14","10"
"L428164,L428164,024052787504","14","27.25","14","10"
"L428174,L428174,024052809404","15","29","15","8"
"L428184,L428184,024052809411","16","28.38","16","25"
"L429014,L429014,024052517736","9","27","15","10"
"L429034,L429034,024052787511","11.5","30","15.5","9"
"L429044,L429044,024052873573","15.5","28","15.5","8"
"L429064,L429064,024052898835","17","32.25","17","8.1"
"L430114,L430114,024052293289","16.5","30.75","16.5","6.62"
"L430144,L430144,024052293302","16.19","30.13","16.19","11"
"L430164,L430164,024052329452","15.5","30.5","15.5","5"
"L430324,L430324,024052354065","16","25.25","16","6"
"L430414,L430414,024052380514","14.88","28","14.88","6"
"L430514,L430514,024052426175","14","28.25","14","16"
"L430594,L430594,024052481860","13","24.63","13","4"
"L430664,L430664,024052644869","16.63","27.75","16.63","7"
"L430674,L430674,024052671636","10","22.5","10","4"
"L430724,L430724,024052809428","16.5","25.38","16.5","6"
"L430744,L430744,024052828849","14","20.75","14","6"
"L430764,L430764,024052828863","14","21.5","14","6"
"L430784,L430784,024052828870","14","21.5","14","8"
"L430794,L430794,024052828887","14","23.5","14","4"
"L430804,L430804,024052828894","16.13","23.5","16.13","7"
"L430814,L430814,024052836677","14","28.75","14","8"
"L430824,L430824,024052852080","14","27.63","14","9"
"L430834,L430834,024052852097","17.63","28.25","17.63","7"
"L430844,L430844,024052852103","15","26.38","15","4"
"L431374,L431374,024052408423","13","29","13","12"
"L431414,L431414,024052443943","13","28.25","13","4"
"L431514,L431514,024052787535","10.88","21.25","10.88","3"
"L431544,L431544,024052787566","10","18.75","10","2"
"L431554,L431554,024052787573","10","18.88","10","2"
"L431564,L431564,024052836684","12","23.5","12","6"
"L431574,L431574,024052845297","14","26.25","14","8"
"L431584,L431584,024052852110","14","29.5","14","10"
"L431604,L431604,024052857078","14.88","29.38","14.88","10"
"L431614,L431614,024052857092","15","25.75","15","9"
"L725059,L725059,024052288940","56","83","70","28"
"L725089,L725089,024052461824","27","95","13.75","38"
"L725109,L725109,024052481976","46","91","86.25","28"
"L725119,L725119,024052584318","29","95","13.5","30"
"L725139,L725139,024052787580","29","95","38","25"
"L725149,L725149,024052828900","52","85","18","25"
"L734031,L734031,024052288957","19.25","57.75","15.13","17"
"L734232,L734232,024052376074","14","33.25","7.75","9"
"L734251,L734251,024052408447","22.5","64.63","14","17"
"L734252,L734252,024052408454","17.5","34.5","12.5","9"
"L734312,L734312,024052787597","7","20.38","6","2"
"L734322,L734322,024052787603","7","20.5","6","2"
"L734332,L734332,024052787610","7","20.38","6","2"
"L734341,L734341,024052787627","29.75","58.25","11","12"
"L734342,L734342,024052787634","18.75","18.75","7.13","4"
"L734381,L734381,024052898842","10","62.75","13.75","14.5"
"L734392,L734392,024052898859","6.75","20","16","5.7"
"L801524,L801524,024052099959","11","23.75","11","2.868"
"L815714,L815714,024052088731","11.69","23.63","11.69","6"
"L857664,L857664,024052408478","12","23","12","6"
"L857674,L857674,024052423976","8","18","8","2"
"L857724,L857724,024052443998","8","18.25","8","1"
"L857764,L857764,024052481990","7","18.88","12","5"
"L857824,L857824,024052787658","8","19.5","8","2"
"L857834,L857834,024052787665","6.5","16.5","6.5","1"
"M52110P,M52110P,024052863796","28","12","20","2.53"
"M52111P,M52111P,024052863802","20","6","28","3.4"
"M52112P,M52112P,024052863819","26","8","20","4"
"M52113P,M52113P,024052863826","17","5","28","3.5"
"M52114P,M52114P,024052863833","17","6","28","3.5"
"Q320001T,Q320001T,024052376197","90","0","69","4"
"Q320003F,Q320003F,024052376203","90","0","84","5"
"Q371003K,Q371003K,024052830996","96","0","108","7"
"Q371003Q,Q371003Q,024052831016","96","0","92","5.5"
"Q373013Q,Q373013Q,024052831092","96","0","92","6.4"
"Q420003F,Q420003F,024052441789","90","0","84","4.3"
"Q487003Q,Q487003Q,024052809480","96","0","92","9.5"
"Q489013Q,Q489013Q,024052809503","96","0","92","9.5"
"Q489023Q,Q489023Q,024052809527","96","0","92","10"
"Q493003Q,Q493003Q,024052350135","96","0","92","5"
"Q497003K,Q497003K,024052317596","108","0","96","8"
"Q702001T,Q702001T,024052690651","90","0","69","3.5"
"Q702003F,Q702003F,024052690668","90","0","84","4.5"
"Q721001T,Q721001T,024052690897","90","0","69","3"
"Q721003K,Q721003K,024052675276","96","0","108","5"
"Q722001T,Q722001T,024052690903","90","0","69","3"
"Q723002Q,Q723002Q,024052675306","92","0","90","4"
"Q780003K,Q780003K,024052483673","96","0","108","8.16"
"Q780003Q,Q780003Q,024052483680","96","0","92","7.04"
"Q781003Q,Q781003Q,024052483703","96","0","92","10.5"
"Q782003Q,Q782003Q,024052483727","96","0","92","9.47"
"Q790001T,Q790001T,024052483789","90","0","69","3.67"
"Q790003F,Q790003F,024052483796","90","0","84","4.21"
"Q901001T,Q901001T,024052788174","90","0","69","3.5"
"Q901003F,Q901003F,024052788181","90","0","84","4.5"
"Q903003K,Q903003K,024052788211","96","0","108","8"
"Q904003K,Q904003K,024052788235","96","0","108","8"
"R240002,R240002,024052340815","84","1.26","60","6.5"
"R244002,R244002,024052340839","84","1.26","60","14"
"R320002,R320002,024052244328","84","1.26","60","14.75"
"R400801,R400801,024052424348","114","1.26","90","25"
"R400802,R400802,024052426595","84","1.26","60","12.5"
"R401961,R401961,024052506501","118","0.31","94","24"
"R401962,R401962,024052506518","87","0.31","60","10"
"R401981,R401981,024052506549","114","0.31","92","22.5"
"R402112,R402112,024052441956","84","0.35","60","3.3"
"R402541,R402541,024052407952","120","0.28","96","30"
"R402542,R402542,024052407969","84","0.28","60","13.02"
"R402621,R402621,024052516715","118","0.43","94","25"
"R402622,R402622,024052516722","84","0.43","60","11"
"R402631,R402631,024052516739","118","0.43","94","27"
"R402632,R402632,024052516746","90","0.43","60","11"
"R402701,R402701,024052408126","120","0.39","96","42"
"R402702,R402702,024052408133","84","0.39","60","18"
"R402721,R402721,024052408188","120","0.24","96","27"
"R402722,R402722,024052408195","84","0.24","60","10"
"R402921,R402921,024052442632","114","0.47","78","27"
"R402922,R402922,024052442649","79","0.47","60","14"
"R403121,R403121,024052462883","120","0.24","96","31.7"
"R403122,R403122,024052462890","84","0.24","60","12.5"
"R403461,R403461,024052506723","114","0.98","78","21"
"R403462,R403462,024052506730","79","0.98","60","10.5"
"R403741,R403741,024052788259","123","0.79","94","34.5"
"R403742,R403742,024052788266","87","0.79","63","16.5"
"R403751,R403751,024052788273","123","0.31","94","19"
"R403752,R403752,024052788280","87","0.31","63","9.5"
"R403761,R403761,024052788297","122","0.35","94","31.5"
"R403762,R403762,024052788303","87","0.35","63","14.5"
"R403771,R403771,024052788310","122","0.35","94","30.5"
"R403772,R403772,024052788327","87","0.35","63","14"
"R403781,R403781,024052788334","122","0.35","94","31.5"
"R403782,R403782,024052788341","87","0.35","63","14"
"R403971,R403971,024052535495","114","0.47","98","29"
"R403972,R403972,024052535501","79","0.47","60","14"
"R404121,R404121,024052559163","120","1.1","94","45.5"
"R404122,R404122,024052559170","84","1.1","60","21"
"R404131,R404131,024052559187","126","0.75","94","61.5"
"R404132,R404132,024052559194","87","0.75","63","26.5"
"R404201,R404201,024052559439","120","0.67","94","45"
"R404202,R404202,024052559460","84","0.67","63","18.5"
"R404312,R404312,024052642988","84","0","60","31.5"
"R404441,R404441,024052643220","122","0.63","93","62"
"R404442,R404442,024052643237","83.63","0.75","62.63","29"
"R404481,R404481,024052788358","123","0.67","94","56"
"R404482,R404482,024052788365","87","0.67","63","26"
"R404511,R404511,024052809572","114","0","90","28.5"
"R404512,R404512,024052809589","84","0","60","8"
"R404552,R404552,024052809626","87","0","63","20.5"
"R404611,R404611,024052671698","118","1.57","94","25.5"
"R404612,R404612,024052671704","84","1.57","60","11"
"R404621,R404621,024052671711","118","1.57","94","29"
"R404622,R404622,024052671728","84","1.57","60","13"
"R404802,R404802,024052809664","84","0.16","60","25.5"
"R404812,R404812,024052809688","84","0.28","60","25.5"
"R404851,R404851,024052788389","123","0.79","94","41"
"R404852,R404852,024052788396","87","0.79","63","18.5"
"R404861,R404861,024052788402","120","1.18","94","25.5"
"R404862,R404862,024052788419","87","1.18","63","12.5"
"R404871,R404871,024052788570","120","0.35","94","30"
"R404872,R404872,024052788587","87","0.35","63","14.5"
"R404891,R404891,024052788594","123","0.67","94","53.5"
"R404892,R404892,024052788600","87","0.67","63","26"
"R404901,R404901,024052788617","123","0.67","94","53"
"R404902,R404902,024052788624","87","0.67","63","26.5"
"R404911,R404911,024052788631","123","0.35","94","39.5"
"R404912,R404912,024052788648","89","0.35","60","19.5"
"R404921,R404921,024052788655","120","0.43","94","33"
"R404922,R404922,024052788662","91","0.43","63","16.5"
"R404931,R404931,024052788679","120","0.47","96","53.5"
"R404932,R404932,024052788686","84","0.47","60","28"
"R404961,R404961,024052809695","114","0","90","22.5"
"R404962,R404962,024052809701","84","0","60","10"
"R404971,R404971,024052788754","120","1.18","94","24.5"
"R404972,R404972,024052788761","87","1.18","63","12"
"R404981,R404981,024052788778","120","0.43","94","32.5"
"R404982,R404982,024052788792","91","0.43","63","16.5"
"R404991,R404991,024052788808","120","1.18","94","25"
"R404992,R404992,024052788815","87","1.18","63","12.5"
"R405001,R405001,024052788822","122","0.01","94","18"
"R405002,R405002,024052788839","91","0.01","63","10"
"R405011,R405011,024052788846","122","0.01","94","18"
"R405012,R405012,024052788853","91","0.01","63","10"
"R405021,R405021,024052788860","122","0.01","94","19"
"R405022,R405022,024052788877","91","0.01","63","10"
"R405031,R405031,024052788884","122","0","94","18"
"R405032,R405032,024052788891","91","0.01","63","10"
"R405041,R405041,024052788907","120","0.06","94","18.5"
"R405042,R405042,024052788914","84","0.06","63","9"
"R405051,R405051,024052788921","120","0.06","94","18"
"R405052,R405052,024052788938","84","0.01","63","9"
"R405071,R405071,024052809718","120","0","92","39"
"R405072,R405072,024052809725","84","0","60","19.5"
"R405091,R405091,024052809732","120","0","92","70.5"
"R405092,R405092,024052809749","84","0","60","31"
"R405101,R405101,024052809756","120","0","92","74.5"
"R405102,R405102,024052809763","84","0","60","34.5"
"R405111,R405111,024052809770","120","0.35","92","45.5"
"R405112,R405112,024052809787","84","0.5","62","23.5"
"R405131,R405131,024052809794","120","0.2","92","68.5"
"R405132,R405132,024052809800","84","0.2","60","33.5"
"R405162,R405162,024052809862","84","0.35","60","29.5"
"R405181,R405181,024052809879","118","0.51","94","38.5"
"R405182,R405182,024052809886","87","0.51","60","18"
"R405191,R405191,024052809893","126","0","94","60.5"
"R405192,R405192,024052809909","87","0","63","29.5"
"R405201,R405201,024052809916","118","0","94","37.5"
"R405202,R405202,024052809923","87","0","63","19"
"R405212,R405212,024052809947","87","0.59","60","13"
"R405232,R405232,024052809985","84","0","60","11.5"
"R405251,R405251,024052826579","120","0","92","46.5"
"R405252,R405252,024052826586","84","0","60","23"
"R405271,R405271,024052826593","120","0.35","92","45"
"R405272,R405272,024052826609","84","0.35","60","22"
"R405281,R405281,024052826616","120","0.31","92","53"
"R405282,R405282,024052826623","84","0.31","60","27.5"
"R405291,R405291,024052831108","120","0","92","82.28"
"R405292,R405292,024052831177","84","0","60","23.5"
"R405311,R405311,024052826654","120","0.2","92","27.5"
"R405312,R405312,024052826661","84","0.2","60","13"
"R405321,R405321,024052826678","122","0.28","94","39.5"
"R405322,R405322,024052826685","89","0.28","60","19"
"R405331,R405331,024052826692","124","0.3","94","29"
"R405332,R405332,024052826708","94","0.3","60","14"
"R405341,R405341,024052826715","120","0.67","94","32.5"
"R405342,R405342,024052826722","84","0.67","63","15"
"R405351,R405351,024052826739","120","0.79","95","38.5"
"R405352,R405352,024052826746","84","0.79","63","18"
"R405361,R405361,024052826753","120","0.79","95","41"
"R405362,R405362,024052826760","84","0.79","63","18"
"R405372,R405372,024052826784","84","0.39","60","16"
"R405381,R405381,024052826791","120","0.39","96","23.5"
"R405382,R405382,024052826807","84","0.39","60","10.75"
"R405401,R405401,024052826814","118","0.39","94","35"
"R405402,R405402,024052826838","84","0.39","60","15"
"R405411,R405411,024052826852","118","1.18","94","15.5"
"R405412,R405412,024052826869","84","1.18","60","16"
"R405431,R405431,024052826876","126","0.35","94","27.25"
"R405432,R405432,024052826883","95","0.35","63","13.75"
"R405441,R405441,024052831184","120.25","0.25","94.25","19"
"R405442,R405442,024052831191","82","0.25","60","8"
"R405451,R405451,024052831207","115.25","0.38","90.25","25"
"R405452,R405452,024052831214","84","0.25","60","10"
"R405461,R405461,024052831221","114","0.35","90","22"
"R405462,R405462,024052831238","84","0.38","59.5","11"
"R405471,R405471,024052831245","120.75","0.25","97.13","18"
"R405472,R405472,024052831252","84","0.25","60.5","8"
"R405481,R405481,024052831269","120.5","0.25","96.5","19"
"R405482,R405482,024052831276","83.75","0.25","60.38","8"
"R405491,R405491,024052831283","120","0.12","96","19"
"R405492,R405492,024052831290","83.25","0.13","60.5","8"
"R405502,R405502,024052831313","84","0","60","20"
"R405521,R405521,024052831320","120.08","0.12","94.49","26.5"
"R405522,R405522,024052831337","83.86","0.12","62.99","13"
"R405542,R405542,024052831351","83.86","0.12","62.99","13"
"R405551,R405551,024052831368","120.08","0.1","94.49","17.5"
"R405552,R405552,024052831375","83.86","0.1","62.99","8.5"
"R405561,R405561,024052831382","120.08","0.1","94.49","16.5"
"R405562,R405562,024052831399","83.86","0.1","62.99","8.5"
"R405571,R405571,024052831405","119","0.1","93","22"
"R405572,R405572,024052831412","82","0.1","62","9.5"
"R405582,R405582,024052831436","85","0.06","62","10"
"R405591,R405591,024052831443","121","0.06","93","23"
"R405592,R405592,024052831450","85","0.06","62","10"
"R405601,R405601,024052831467","121","0.06","93","20.5"
"R405602,R405602,024052831474","85","0.06","62","10"
"R405611,R405611,024052831481","118","0","94","12.5"
"R405612,R405612,024052831498","84","0","63","5.75"
"R405631,R405631,024052831504","118","0","94","12.5"
"R405632,R405632,024052831511","84","0","63","5.75"
"R405641,R405641,024052831528","118","0","94","12"
"R405642,R405642,024052831535","84","0","63","5.25"
"R405651,R405651,024052831542","118","0.28","94","16.25"
"R405652,R405652,024052831559","84","0.28","63","8"
"R405661,R405661,024052831566","118","0.28","94","14.75"
"R405662,R405662,024052831573","84","0.28","63","7"
